T,1-point_corr,F,corr 0,corr 1,corr 2,corr 3,corr 4,corr 5
1000.0,-0.9999999999999998,0.03999939685518512,1.0000000318093547,-0.9999999011133441,0.9999995308194972,0.9999996981150818,-0.9999992333949921,0.9999993657439891
1000.0,-0.7499999999999998,-0.10789351337792719,1.0,-0.7499999999999998,0.5381505736000493,0.5647845144260758,-0.38479879782580073,0.25820040420832424
1000.0,-0.4999999999999999,-0.18547154395164844,1.0,-0.4999999999999999,0.17099294895615214,0.2626046855262221,-0.04475476303826885,-0.016461122624098184
1000.0,-0.25,-0.22819897954760213,1.0,-0.25,-0.06867970624283967,0.089923935000072,0.050781981892022085,-0.002104113238120937
1000.0,0.0,-0.24199434097902042,1.0,-1.1747730584398607e-22,-0.15199157859602347,0.034777299372215055,9.58570384661827e-06,0.045610217745403504
1000.0,0.25,-0.2281989799496415,1.0,0.25,-0.06868916016883944,0.08991890528811604,-0.050778875317725444,-0.0021020086656811615
1000.0,0.4999999999999998,-0.18547152922007548,1.0,0.4999999999999998,0.17105021925426467,0.2626455653898325,0.044827571547040784,-0.016412759908991388
1000.0,0.7499999999999998,-0.10789349822449666,1.0,0.7499999999999998,0.5381512888674962,0.5647844760882986,0.3847978860520676,0.25819763566942394
1000.0,0.9999999999999998,0.03999964172665986,1.0000000183216162,0.9999999416060844,0.9999997513655877,0.9999998276844286,0.9999995152749043,0.9999995402408052
